pupID,litter,sex,treatment,weight.challenge,weight,ch.weight,pch.weight,hr.post.challenge,visit,score.overall,score.left,score.right,rights.mobile.overall,rights.shakey.overall,rights.lethargic.overall,rights.nonmobile.overall,ftr.one.side.overall,ftr.mobile.hips.overall,ftr.lethargic.hips.overall,ftr.lethargic.two.visits.overall,ftr.nonmobile.hips.overall,rights.mobile.left,rights.shakey.left,rights.lethargic.left,rights.nonmobile.left,rights.only.left,ftr.mobile.hips.left,ftr.lethargic.hips.left,ftr.lethargic.two.visits.left,ftr.nonmobile.hips.left,rights.mobile.right,rights.shakey.right,rights.lethargic.right,rights.nonmobile.right,rightss.only.right,ftr.mobile.hips.right,ftr.lethargic.hips.right,ftr.lethargic.two.visits.right,ftr.nonmobile.hips.right
F1_G10_2015.12.10,13,F,ch-0.75,3.2,3.02,-0.18,-5.63,18.17,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F2_G10_2015.12.10,13,F,ch-0.75,3.52,3.31,-0.21,-5.97,18.17,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F3_G10_2015.12.10,13,M,ch-0.75,3.63,3.44,-0.19,-5.23,18.17,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F4_G10_2015.12.10,13,F,ch-0.75,3.5,3.63,0.13,3.71,18.17,v1,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
R1_G10_2015.12.10,13,F,nc,3.52,4.19,0.67,19.03,18.17,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F1_G10_2015.12.30,6,M,ch-0.75,4.04,3.87,-0.17,-4.21,18,v1,4,7,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
F2_G10_2015.12.30,6,F,ch-0.75,3.64,3.53,-0.11,-3.02,18,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F3_G10_2015.12.30,6,M,ch-0.75,3.37,3.22,-0.15,-4.45,18,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R1_G10_2015.12.30,6,M,ch-0.75,3.63,3.5,-0.13,-3.58,18,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R2_G10_2015.12.30,6,F,ch-0.75,3.41,3.24,-0.17,-4.99,18,v1,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
R3_G10_2015.12.30,6,M,ch-0.75,3.51,3.34,-0.17,-4.84,18,v1,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
R4_G10_2015.12.30,6,F,ch-0.75,3.56,3.4,-0.16,-4.49,18,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F1_G1_2015.12.31,7,F,ch-0.75,3.73,3.62,-0.11,-2.95,18.08,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F2_G1_2015.12.31,7,M,ch-0.75,3.72,3.63,-0.09,-2.42,18.08,v1,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
R1_G1_2015.12.31,7,M,ch-0.75,4.05,3.88,-0.17,-4.2,18.08,v1,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
R2_G1_2015.12.31,7,F,ch-0.75,3.25,3.17,-0.08,-2.46,18.08,v1,4,7,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
F1_G2_2016.01.03,8,F,ch-0.75,3.46,3.38,-0.08,-2.31,18,v1,7,7,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
F2_G2_2016.01.03,8,M,ch-0.75,3.69,3.62,-0.07,-1.9,18,v1,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
F3_G2_2016.01.03,8,F,ch-0.75,3.63,3.55,-0.08,-2.2,18,v1,4,7,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
F4_G2_2016.01.03,8,M,ch-0.75,3.77,3.69,-0.08,-2.12,18,v1,7,7,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R1_G2_2016.01.03,8,M,ch-0.75,3.85,3.74,-0.11,-2.86,18,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R2_G2_2016.01.03,8,F,ch-0.75,3.25,3.21,-0.04,-1.23,18,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R3_G2_2016.01.03,8,M,ch-0.75,3.68,3.6,-0.08,-2.17,18,v1,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
F1_G3_2016.01.06,9,F,ch-0.75,3.79,3.6,-0.19,-5.01,17.92,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F2_G3_2016.01.06,9,F,ch-0.75,3.58,3.5,-0.08,-2.23,17.92,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
F3_G3_2016.01.06,9,M,ch-0.75,3.75,3.65,-0.1,-2.67,17.92,v1,4,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
F4_G3_2016.01.06,9,F,ch-0.75,3.43,3.36,-0.07,-2.04,17.92,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R1_G3_2016.01.06,9,F,ch-0.75,3.54,3.43,-0.11,-3.11,17.92,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R2_G3_2016.01.06,9,M,ch-0.75,3.15,3.09,-0.06,-1.9,17.92,v1,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
R3_G3_2016.01.06,9,F,ch-0.75,2.44,2.35,-0.09,-3.69,17.92,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F1_G4_2015.11.16,17,M,ch-0.85,4.34,4.06,-0.28,-6.45,18,v1,7,5,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1_G4_2015.11.16,17,F,nc,4.71,5.57,0.86,18.26,18,v1,8,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R2_G4_2015.11.16,17,M,nc,4.66,5.3,0.64,13.73,18,v1,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R3_G4_2015.11.16,17,F,nc,4.14,4.94,0.8,19.32,18,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F1_G4_2015.12.21,14,M,ch-0.75,3.78,3.63,-0.15,-3.97,17.95,v1,4,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
F2_G4_2015.12.21,14,M,ch-0.75,3.83,3.69,-0.14,-3.66,17.95,v1,4,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
F3_G4_2015.12.21,14,F,ch-0.75,4.25,4.06,-0.19,-4.47,17.95,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F4_G4_2015.12.21,14,F,ch-0.75,3.93,3.87,-0.06,-1.53,17.95,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R1_G4_2015.12.21,14,M,ch-0.75,3.75,3.55,-0.2,-5.33,17.95,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R2_G4_2015.12.21,14,M,ch-0.75,4.03,3.9,-0.13,-3.23,17.95,v1,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R3_G4_2015.12.21,14,F,ch-0.75,3.95,3.67,-0.28,-7.09,17.95,v1,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R4_G4_2015.12.21,14,F,nc,2.48,2.8,0.32,12.9,17.95,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
F1_G4_2016.01.06,10,M,ch-0.75,2.85,2.81,-0.04,-1.4,18,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F2_G4_2016.01.06,10,M,ch-0.75,3.29,3.2,-0.09,-2.74,18,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
F3_G4_2016.01.06,10,F,ch-0.75,3.21,3.16,-0.05,-1.56,18,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F4_G4_2016.01.06,10,M,ch-0.75,3.63,3.51,-0.12,-3.31,18,v1,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1_G4_2016.01.06,10,M,ch-0.75,3.3,3.27,-0.03,-0.91,18,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R2_G4_2016.01.06,10,F,ch-0.75,3.43,3.38,-0.05,-1.46,18,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R3_G4_2016.01.06,10,M,ch-0.75,2.59,2.55,-0.04,-1.54,18,v1,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
F1_G5_2015.12.22,15,M,ch-0.75,4.27,4.11,-0.16,-3.75,17.92,v1,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
R1_G5_2015.12.22,15,M,ch-0.75,4.41,4.3,-0.11,-2.49,17.92,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
R2_G5_2015.12.22,15,F,ch-0.75,4.19,4.1,-0.09,-2.15,17.92,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R3_G5_2015.12.22,15,F,nc,4.06,4.67,0.61,15.02,17.92,v1,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
F1_G5_2016.01.10,12,M,ch-0.75,3.44,3.32,-0.12,-3.49,18.17,v1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
F2_G5_2016.01.10,12,F,ch-0.75,3.6,3.42,-0.18,-5,18.17,v1,4,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
F3_G5_2016.01.10,12,M,ch-0.75,4.56,4.23,-0.33,-7.24,18.17,v1,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F4_G5_2016.01.10,12,F,ch-0.75,4.25,4.05,-0.2,-4.71,18.17,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R1_G5_2016.01.10,12,F,ch-0.75,4.29,4.01,-0.28,-6.53,18.17,v1,4,7,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
R2_G5_2016.01.10,12,M,ch-0.75,4.47,4.24,-0.23,-5.15,18.17,v1,7,7,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R3_G5_2016.01.10,12,F,ch-0.75,3.84,3.63,-0.21,-5.47,18.17,v1,4,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
R4_G5_2016.01.10,12,M,ch-0.75,4.57,4.42,-0.15,-3.28,18.17,v1,7,7,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
F1_G6_2015.12.23,16,M,ch-0.75,3.86,3.72,-0.14,-3.63,18.25,v1,4,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
F2_G6_2015.12.23,16,F,ch-0.75,3.97,3.75,-0.22,-5.54,18.25,v1,4,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
F3_G6_2015.12.23,16,F,ch-0.75,3.53,3.38,-0.15,-4.25,18.25,v1,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
F4_G6_2015.12.23,16,F,ch-0.75,3.89,3.73,-0.16,-4.11,18.25,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R1_G6_2015.12.23,16,M,ch-0.75,3.85,3.69,-0.16,-4.16,18.25,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R2_G6_2015.12.23,16,F,ch-0.75,3.75,3.55,-0.2,-5.33,18.25,v1,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
R3_G6_2015.12.23,16,F,ch-0.75,3.76,3.79,0.03,0.8,18.25,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R4_G6_2015.12.23,16,F,nc,4.05,4.61,0.56,13.83,18.25,v1,8,5,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
F1_G6_2016.01.10,11,M,ch-0.75,4.1,3.83,-0.27,-6.59,18.25,v1,4,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
F2_G6_2016.01.10,11,M,ch-0.75,3.8,3.73,-0.07,-1.84,18.25,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R1_G6_2016.01.10,11,F,ch-0.75,3.9,3.72,-0.18,-4.62,18.25,v1,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
R2_G6_2016.01.10,11,M,ch-0.75,3.84,3.72,-0.12,-3.12,18.25,v1,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
R3_G6_2016.01.10,11,F,ch-0.75,3.97,3.82,-0.15,-3.78,18.25,v1,4,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
F3_G7_2015.12.04,2,F,ch-0.85,3.3,3.24,-0.06,-1.82,17.83,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R2_G7_2015.12.04,2,M,nc,3.68,4.24,0.56,15.22,17.83,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F1_G7_2015.12.23,5,F,ch-0.75,3.39,3.24,-0.15,-4.42,18.17,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F2_G7_2015.12.23,5,M,ch-0.75,3.77,3.55,-0.22,-5.84,18.17,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F3_G7_2015.12.23,5,M,ch-0.75,3.51,3.34,-0.17,-4.84,18.17,v1,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
F4_G7_2015.12.23,5,F,ch-0.75,2.98,2.87,-0.11,-3.69,18.17,v1,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
R1_G7_2015.12.23,5,F,ch-0.75,3.67,3.53,-0.14,-3.81,18.17,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R2_G7_2015.12.23,5,F,ch-0.75,3.64,3.52,-0.12,-3.3,18.17,v1,4,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
R3_G7_2015.12.23,5,F,ch-0.75,2.98,2.87,-0.11,-3.69,18.17,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
R4_G7_2015.12.23,5,M,nc,3.83,4.22,0.39,10.18,18.17,v1,6,6,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
F1_G8_2015.12.08,3,F,ch-0.75,4.28,4.01,-0.27,-6.31,17.75,v1,4,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
F2_G8_2015.12.08,3,M,ch-0.75,4.53,4.3,-0.23,-5.08,17.75,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
F3_G8_2015.12.08,3,F,ch-0.75,3.78,3.55,-0.23,-6.08,17.75,v1,3,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
R1_G8_2015.12.08,3,M,ch-0.75,4.36,4.19,-0.17,-3.9,17.75,v1,3,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
R2_G8_2015.12.08,3,F,ch-0.75,4.24,3.98,-0.26,-6.13,17.75,v1,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R3_G8_2015.12.08,3,M,nc,4.3,4.88,0.58,13.49,17.75,v1,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
F1_G8_2015.12.26,6,M,ch-0.75,5.01,4.95,-0.06,-1.2,18.08,v1,8,6,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
F2_G8_2015.12.26,6,F,ch-0.75,5.29,4.88,-0.41,-7.75,18.08,v1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
F3_G8_2015.12.26,6,M,ch-0.75,4.72,4.39,-0.33,-6.99,18.08,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R1_G8_2015.12.26,6,F,ch-0.75,5.39,4.98,-0.41,-7.61,18.08,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R2_G8_2015.12.26,6,M,nc,4.75,5.47,0.72,15.16,18.08,v1,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F3_G9_2015.11.18,18,M,ch-0.85,4.34,4.11,-0.23,-5.3,14.5,v1,4,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
F4_G9_2015.11.18,18,F,ch-0.85,4.28,3.98,-0.3,-7.01,14.5,v1,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
R1_G9_2015.11.18,18,F,ch-0.85,4.55,4.27,-0.28,-6.15,14.5,v1,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
R2_G9_2015.11.18,18,M,ch-0.85,4.28,4.03,-0.25,-5.84,14.5,v1,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
R3_G9_2015.11.18,18,F,nc,4.29,4.64,0.35,8.16,14.5,v1,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R4_G9_2015.11.18,18,M,nc,4.84,5.16,0.32,6.61,14.5,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
F1_G9_2015.12.09,4,F,ch-0.75,4.12,3.95,-0.17,-4.13,18.08,v1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
F2_G9_2015.12.09,4,M,ch-0.75,4.05,3.93,-0.12,-2.96,18.08,v1,4,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
F3_G9_2015.12.09,4,F,ch-0.75,4.34,4.12,-0.22,-5.07,18.08,v1,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
R1_G9_2015.12.09,4,M,ch-0.75,4.33,4.13,-0.2,-4.62,18.08,v1,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
R2_G9_2015.12.09,4,F,nc,3.86,4.13,0.27,6.99,18.08,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
F1_G9_2015.12.28,1,F,ch-0.75,3.23,3.05,-0.18,-5.57,18.25,v1,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
F2_G9_2015.12.28,1,M,ch-0.75,3.83,3.61,-0.22,-5.74,18.25,v1,4,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
F3_G9_2015.12.28,1,F,ch-0.75,3.43,3.36,-0.07,-2.04,18.25,v1,4,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
F4_G9_2015.12.28,1,M,ch-0.75,3.68,3.56,-0.12,-3.26,18.25,v1,4,5,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
