pupID,litter,sex,treatment,weight.challenge,weight,ch.weight,pch.weight,hr.post.challenge,visit,score.overall,score.left,score.right,rights.mobile.overall,rights.shakey.overall,rights.lethargic.overall,rights.nonmobile.overall,ftr.one.side.overall,ftr.mobile.hips.overall,ftr.lethargic.hips.overall,ftr.lethargic.two.visits.overall,ftr.nonmobile.hips.overall,rights.mobile.left,rights.shakey.left,rights.lethargic.left,rights.nonmobile.left,rights.only.left,ftr.mobile.hips.left,ftr.lethargic.hips.left,ftr.lethargic.two.visits.left,ftr.nonmobile.hips.left,rights.mobile.right,rights.shakey.right,rights.lethargic.right,rights.nonmobile.right,rightss.only.right,ftr.mobile.hips.right,ftr.lethargic.hips.right,ftr.lethargic.two.visits.right,ftr.nonmobile.hips.right
R1_G9_2015.12.28,1,M,ch-0.75,3.82,3.68,-0.14,-3.66,18.25,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R2_G9_2015.12.28,1,F,ch-0.75,3.43,3.43,0,0,18.25,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R3_G9_2015.12.28,1,M,ch-0.75,3.5,3.55,0.05,1.43,18.25,v1,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R4_G9_2015.12.28,1,F,nc,3.64,4.15,0.51,14.01,18.25,v1,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
F1_G10_2015.12.10,13,F,ch-0.75,3.2,3,-0.2,-6.25,23.67,v2,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F2_G10_2015.12.10,13,F,ch-0.75,3.52,3.45,-0.07,-1.99,23.67,v2,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
F3_G10_2015.12.10,13,M,ch-0.75,3.63,3.32,-0.31,-8.54,23.67,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
F4_G10_2015.12.10,13,F,ch-0.75,3.5,3.8,0.3,8.57,23.67,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R1_G10_2015.12.10,13,F,nc,3.52,4.32,0.8,22.73,23.67,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F1_G10_2015.12.30,6,M,ch-0.75,4.04,3.72,-0.32,-7.92,24,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F2_G10_2015.12.30,6,F,ch-0.75,3.64,3.4,-0.24,-6.59,24,v2,4,7,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
F3_G10_2015.12.30,6,M,ch-0.75,3.37,3.19,-0.18,-5.34,24,v2,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
R1_G10_2015.12.30,6,M,ch-0.75,3.63,3.34,-0.29,-7.99,24,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R2_G10_2015.12.30,6,F,ch-0.75,3.41,3.12,-0.29,-8.50,24,v2,4,7,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
R3_G10_2015.12.30,6,M,ch-0.75,3.51,3.27,-0.24,-6.84,24,v2,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
R4_G10_2015.12.30,6,F,ch-0.75,3.56,3.31,-0.25,-7.02,24,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F1_G1_2015.12.31,7,F,ch-0.75,3.73,3.53,-0.2,-5.36,24,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
F2_G1_2015.12.31,7,M,ch-0.75,3.72,3.44,-0.28,-7.53,24,v2,8,5,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1_G1_2015.12.31,7,M,ch-0.75,4.05,3.07,-0.98,-24.20,24,v2,6,5,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R2_G1_2015.12.31,7,F,ch-0.75,3.25,3.04,-0.21,-6.46,24,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F1_G2_2016.01.03,8,F,ch-0.75,3.46,3.3,-0.16,-4.62,23.92,v2,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F2_G2_2016.01.03,8,M,ch-0.75,3.69,3.52,-0.17,-4.61,23.92,v2,7,7,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
F3_G2_2016.01.03,8,F,ch-0.75,3.63,3.39,-0.24,-6.61,23.92,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F4_G2_2016.01.03,8,M,ch-0.75,3.77,3.59,-0.18,-4.77,23.92,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R1_G2_2016.01.03,8,M,ch-0.75,3.85,3.62,-0.23,-5.97,23.92,v2,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
R2_G2_2016.01.03,8,F,ch-0.75,3.25,3.1,-0.15,-4.62,23.92,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R3_G2_2016.01.03,8,M,ch-0.75,3.68,3.52,-0.16,-4.35,23.92,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F1_G3_2016.01.06,9,F,ch-0.75,3.79,3.48,-0.31,-8.18,23.83,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F2_G3_2016.01.06,9,F,ch-0.75,3.58,3.37,-0.21,-5.87,23.83,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
F3_G3_2016.01.06,9,M,ch-0.75,3.75,3.53,-0.22,-5.87,23.83,v2,4,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
F4_G3_2016.01.06,9,F,ch-0.75,3.43,3.27,-0.16,-4.66,23.83,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R1_G3_2016.01.06,9,F,ch-0.75,3.54,3.29,-0.25,-7.06,23.83,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R2_G3_2016.01.06,9,M,ch-0.75,3.15,2.96,-0.19,-6.03,23.83,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R3_G3_2016.01.06,9,F,ch-0.75,2.44,2.3,-0.14,-5.74,23.83,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F1_G4_2015.11.16,17,M,ch-0.85,4.34,4.06,-0.28,-6.45,24.5,v2,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1_G4_2015.11.16,17,F,nc,4.71,5.77,1.06,22.51,24.5,v2,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R2_G4_2015.11.16,17,M,nc,4.66,5.52,0.86,18.45,24.5,v2,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R3_G4_2015.11.16,17,F,nc,4.14,5.17,1.03,24.88,24.5,v2,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F1_G4_2015.12.21,14,M,ch-0.75,3.78,3.6,-0.18,-4.76,24.2,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
F2_G4_2015.12.21,14,M,ch-0.75,3.83,3.51,-0.32,-8.36,24.2,v2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
F3_G4_2015.12.21,14,F,ch-0.75,4.25,3.85,-0.4,-9.41,24.2,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
F4_G4_2015.12.21,14,F,ch-0.75,3.93,3.68,-0.25,-6.36,24.2,v2,7,7,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R1_G4_2015.12.21,14,M,ch-0.75,3.75,3.44,-0.31,-8.27,24.2,v2,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R2_G4_2015.12.21,14,M,ch-0.75,4.03,4.04,0.01,0.25,24.2,v2,7,7,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R3_G4_2015.12.21,14,F,ch-0.75,3.95,3.61,-0.34,-8.61,24.2,v2,7,7,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R4_G4_2015.12.21,14,F,nc,2.48,2.85,0.37,14.92,24.2,v2,6,5,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
F1_G4_2016.01.06,10,M,ch-0.75,2.85,2.72,-0.13,-4.56,23.75,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F2_G4_2016.01.06,10,M,ch-0.75,3.29,3.17,-0.12,-3.65,23.75,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
F3_G4_2016.01.06,10,F,ch-0.75,3.21,3.06,-0.15,-4.67,23.75,v2,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
F4_G4_2016.01.06,10,M,ch-0.75,3.63,3.45,-0.18,-4.96,23.75,v2,6,6,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R1_G4_2016.01.06,10,M,ch-0.75,3.3,3.14,-0.16,-4.85,23.75,v2,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
R2_G4_2016.01.06,10,F,ch-0.75,3.43,3.36,-0.07,-2.04,23.75,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R3_G4_2016.01.06,10,M,ch-0.75,2.59,2.5,-0.09,-3.47,23.75,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
F1_G5_2015.12.22,15,M,ch-0.75,4.27,4,-0.27,-6.32,24.17,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R1_G5_2015.12.22,15,M,ch-0.75,4.41,4.15,-0.26,-5.90,24.17,v2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
R2_G5_2015.12.22,15,F,ch-0.75,4.19,3.92,-0.27,-6.44,24.17,v2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
R3_G5_2015.12.22,15,F,nc,4.06,4.82,0.76,18.72,24.17,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F1_G5_2016.01.10,12,M,ch-0.75,3.44,3.24,-0.2,-5.81,23.67,v2,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
F2_G5_2016.01.10,12,F,ch-0.75,3.6,3.35,-0.25,-6.94,23.67,v2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
F3_G5_2016.01.10,12,M,ch-0.75,4.56,4.14,-0.42,-9.21,23.67,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
F4_G5_2016.01.10,12,F,ch-0.75,4.25,3.94,-0.31,-7.29,23.67,v2,4,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
R1_G5_2016.01.10,12,F,ch-0.75,4.29,3.86,-0.43,-10.02,23.67,v2,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
R2_G5_2016.01.10,12,M,ch-0.75,4.47,4.13,-0.34,-7.61,23.67,v2,4,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
R3_G5_2016.01.10,12,F,ch-0.75,3.84,3.48,-0.36,-9.38,23.67,v2,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
R4_G5_2016.01.10,12,M,ch-0.75,4.57,4.3,-0.27,-5.91,23.67,v2,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
F1_G6_2015.12.23,16,M,ch-0.75,3.86,3.56,-0.3,-7.77,25.17,v2,4,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
F2_G6_2015.12.23,16,F,ch-0.75,3.97,3.64,-0.33,-8.31,25.17,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
F3_G6_2015.12.23,16,F,ch-0.75,3.53,3.3,-0.23,-6.52,25.17,v2,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
F4_G6_2015.12.23,16,F,ch-0.75,3.89,3.58,-0.31,-7.97,25.17,v2,4,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
R1_G6_2015.12.23,16,M,ch-0.75,3.85,3.58,-0.27,-7.01,25.17,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R2_G6_2015.12.23,16,F,ch-0.75,3.75,3.43,-0.32,-8.53,25.17,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R3_G6_2015.12.23,16,F,ch-0.75,3.76,3.72,-0.04,-1.06,25.17,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R4_G6_2015.12.23,16,F,nc,4.05,4.58,0.53,13.09,25.17,v2,6,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
F1_G6_2016.01.10,11,M,ch-0.75,4.1,3.77,-0.33,-8.05,23.67,v2,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
F2_G6_2016.01.10,11,M,ch-0.75,3.8,3.57,-0.23,-6.05,23.67,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
R1_G6_2016.01.10,11,F,ch-0.75,3.9,3.59,-0.31,-7.95,23.67,v2,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
R2_G6_2016.01.10,11,M,ch-0.75,3.84,3.62,-0.22,-5.73,23.67,v2,6,6,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R3_G6_2016.01.10,11,F,ch-0.75,3.97,3.68,-0.29,-7.30,23.67,v2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
F3_G7_2015.12.04,2,F,ch-0.85,3.3,3.49,0.19,5.76,23.83,v2,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
R2_G7_2015.12.04,2,M,nc,3.68,4.34,0.66,17.93,23.83,v2,4,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
F1_G7_2015.12.23,5,F,ch-0.75,3.39,3.17,-0.22,-6.49,24.17,v2,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
F2_G7_2015.12.23,5,M,ch-0.75,3.77,3.46,-0.31,-8.22,24.17,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
F3_G7_2015.12.23,5,M,ch-0.75,3.51,3.25,-0.26,-7.41,24.17,v2,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
F4_G7_2015.12.23,5,F,ch-0.75,2.98,2.8,-0.18,-6.04,24.17,v2,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
R1_G7_2015.12.23,5,F,ch-0.75,3.67,3.39,-0.28,-7.63,24.17,v2,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R2_G7_2015.12.23,5,F,ch-0.75,3.64,3.42,-0.22,-6.04,24.17,v2,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
R3_G7_2015.12.23,5,F,ch-0.75,2.98,2.76,-0.22,-7.38,24.17,v2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
R4_G7_2015.12.23,5,M,nc,3.83,4.12,0.29,7.57,24.17,v2,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
F1_G8_2015.12.08,3,F,ch-0.75,4.28,3.92,-0.36,-8.41,23.67,v2,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
F2_G8_2015.12.08,3,M,ch-0.75,4.53,4.14,-0.39,-8.61,23.67,v2,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
F3_G8_2015.12.08,3,F,ch-0.75,3.78,3.56,-0.22,-5.82,23.67,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R1_G8_2015.12.08,3,M,ch-0.75,4.36,4.05,-0.31,-7.11,23.67,v2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
R2_G8_2015.12.08,3,F,ch-0.75,4.24,3.87,-0.37,-8.73,23.67,v2,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
R3_G8_2015.12.08,3,M,nc,4.3,4.92,0.62,14.42,23.67,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
F1_G8_2015.12.26,6,M,ch-0.75,5.01,5.15,0.14,2.79,23.83,v2,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
F2_G8_2015.12.26,6,F,ch-0.75,5.29,4.65,-0.64,-12.10,23.83,v2,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
F3_G8_2015.12.26,6,M,ch-0.75,4.72,4.37,-0.35,-7.42,23.83,v2,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1_G8_2015.12.26,6,F,ch-0.75,5.39,4.76,-0.63,-11.69,23.83,v2,4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R2_G8_2015.12.26,6,M,nc,4.75,5.56,0.81,17.05,23.83,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F3_G9_2015.11.18,18,M,ch-0.85,4.34,3.87,-0.47,-10.83,17.75,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
F4_G9_2015.11.18,18,F,ch-0.85,4.28,3.77,-0.51,-11.92,17.75,v2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
R1_G9_2015.11.18,18,F,ch-0.85,4.55,4,-0.55,-12.09,17.75,v2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
R2_G9_2015.11.18,18,M,ch-0.85,4.28,3.84,-0.44,-10.28,17.75,v2,4,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
R3_G9_2015.11.18,18,F,nc,4.29,5.07,0.78,18.18,17.75,v2,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R4_G9_2015.11.18,18,M,nc,4.84,5.5,0.66,13.64,17.75,v2,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F1_G9_2015.12.09,4,F,ch-0.75,4.12,3.85,-0.27,-6.55,24.5,v2,7,5,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F2_G9_2015.12.09,4,M,ch-0.75,4.05,3.82,-0.23,-5.68,24.5,v2,4,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
F3_G9_2015.12.09,4,F,ch-0.75,4.34,4.02,-0.32,-7.37,24.5,v2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
R1_G9_2015.12.09,4,M,ch-0.75,4.33,4,-0.33,-7.62,24.5,v2,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R2_G9_2015.12.09,4,F,nc,3.86,4.33,0.47,12.18,24.5,v2,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
F1_G9_2015.12.28,1,F,ch-0.75,3.23,3.12,-0.11,-3.41,24,v2,7,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F2_G9_2015.12.28,1,M,ch-0.75,3.83,3.53,-0.3,-7.83,24,v2,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
F3_G9_2015.12.28,1,F,ch-0.75,3.43,3.27,-0.16,-4.66,24,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
F4_G9_2015.12.28,1,M,ch-0.75,3.68,3.45,-0.23,-6.25,24,v2,7,7,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R1_G9_2015.12.28,1,M,ch-0.75,3.82,3.57,-0.25,-6.54,24,v2,4,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
R2_G9_2015.12.28,1,F,ch-0.75,3.43,3.38,-0.05,-1.46,24,v2,6,6,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R3_G9_2015.12.28,1,M,ch-0.75,3.5,3.48,-0.02,-0.57,24,v2,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R4_G9_2015.12.28,1,F,nc,3.64,4.45,0.81,22.25,24,v2,4,6,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
