"","pupID","outcome","age.challenge","sex","chal.time","litterID","chal.status","weight.challenge","dob.pups","v18.hour.post.challenge","v24.hour.post.challenge","v24.weight","weight.change.0.24","weight.change.0.18","weight.change.18.24","direction.of.weight.change.18.24","v18.score.high","v18.score.low","v24.score.high","v24.score.low","change.score.high","change.score.low","removed"
"111","F5.m.F9.2017-02-23","die",7,"m","6:20:00 PM","F9.2017-02-23","challenged",2.25,"2/23/2017",17.58,23.67,2,-0.25,-0.15,-0.1,"lose",5,5,0,0,-5,-5,"keep"
"112","R1.f.G1.2017-02-23","live",7,"f","4:50:00 PM","G1.2017-02-23","challenged",3.97,"2/23/2017",18.92,24.92,3.69,-0.28,-0.2,-0.0800000000000001,"lose",7,3,6,6,-1,3,"remove"
"113","R1.m.F9.2017-02-23","live",7,"m","6:20:00 PM","F9.2017-02-23","challenged",3.33,"2/23/2017",17.58,23.67,3.02,-0.31,-0.2,-0.11,"lose",5,3,8,7,3,4,"keep"
"114","R2.m.G1.2017-02-23","live",7,"m","4:50:00 PM","G1.2017-02-23","challenged",4.13,"2/23/2017",18.92,24.92,3.73,-0.4,-0.25,-0.15,"lose",8,7,8,8,0,1,"remove"
"115","R3.f.G1.2017-02-23","live",7,"f","4:50:00 PM","G1.2017-02-23","challenged",3.48,"2/23/2017",18.92,24.92,3.28,-0.2,-0.15,-0.0500000000000003,"lose",7,7,7,6,0,-1,"remove"
"116","R3.m.F9.2017-02-23","live",7,"m","6:20:00 PM","F9.2017-02-23","challenged",3.46,"2/23/2017",17.58,23.67,3.23,-0.23,-0.17,-0.0600000000000001,"lose",5,5,7,7,2,2,"keep"
"117","R4.f.G1.2017-02-23","live",7,"f","4:50:00 PM","G1.2017-02-23","challenged",3.92,"2/23/2017",18.92,24.92,3.56,-0.36,-0.24,-0.12,"lose",3,3,7,7,4,4,"remove"
"118","R5.m.F9.2017-02-23","live",7,"m","6:20:00 PM","F9.2017-02-23","challenged",3.03,"2/23/2017",17.58,23.67,3.03,0,-0.0299999999999998,0.0299999999999998,"gain",6,6,7,7,1,1,"keep"
"119","R6.f.F9.2017-02-23","live",7,"f","6:20:00 PM","F9.2017-02-23","challenged",2.86,"2/23/2017",17.58,23.67,2.79,-0.0699999999999998,-0.02,-0.0499999999999998,"lose",6,3,6,2,0,-1,"keep"
"120","F1.f.G8.2017-02-27","live",8,"f","6:00:00 PM","G8.2017-02-27","challenged",4.11,"2/27/2017",18,24.5,3.72,-0.39,-0.23,-0.16,"lose",3,3,6,3,3,0,"remove"
"121","F1.f.G9.2017-02-27","live",8,"f","6:15:00 PM","G9.2017-02-27","challenged",3.93,"2/27/2017",17.92,24.5,3.84,-0.0900000000000003,-0.21,0.12,"gain",5,3,8,7,3,4,"keep"
"122","F2.m.G8.2017-02-27","live",8,"m","6:00:00 PM","G8.2017-02-27","challenged",3.88,"2/27/2017",18,24.5,3.52,-0.36,-0.19,-0.17,"lose",7,7,7,7,0,0,"remove"
"123","F2.m.G9.2017-02-27","die",8,"m","6:15:00 PM","G9.2017-02-27","challenged",3.92,"2/27/2017",17.92,24.5,3.5,-0.42,-0.21,-0.21,"lose",5,3,5,2,0,-1,"keep"
"124","F3.f.G8.2017-02-27","live",8,"f","6:00:00 PM","G8.2017-02-27","challenged",4.22,"2/27/2017",18,24.5,4.23,0.0100000000000007,0.0700000000000003,-0.0599999999999996,"lose",6,6,8,8,2,2,"remove"
"125","F3.f.G9.2017-02-27","live",8,"f","6:15:00 PM","G9.2017-02-27","challenged",4.08,"2/27/2017",17.92,24.5,4.06,-0.0200000000000005,0.0499999999999998,-0.0700000000000003,"lose",6,6,5,5,-1,-1,"keep"
"126","R1.f.G8.2017-02-27","live",8,"f","6:00:00 PM","G8.2017-02-27","challenged",4.26,"2/27/2017",18,24.5,4.06,-0.2,-0.17,-0.0300000000000002,"lose",7,6,8,8,1,2,"remove"
"127","R1.f.G9.2017-02-27","live",8,"f","6:15:00 PM","G9.2017-02-27","challenged",4.16,"2/27/2017",17.92,24.5,3.82,-0.34,-0.17,-0.17,"lose",6,3,6,3,0,0,"keep"
"128","R2.f.G8.2017-02-27","live",8,"f","6:00:00 PM","G8.2017-02-27","challenged",4.48,"2/27/2017",18,24.5,4.18,-0.300000000000001,-0.300000000000001,0,"lose",7,3,8,7,1,4,"remove"
"129","R2.m.G9.2017-02-27","live",8,"m","6:15:00 PM","G9.2017-02-27","challenged",4.16,"2/27/2017",17.92,24.5,4.02,-0.140000000000001,-0.16,0.0199999999999996,"gain",5,3,7,7,2,4,"keep"
"130","R3.f.G9.2017-02-27","live",8,"f","6:15:00 PM","G9.2017-02-27","challenged",4.19,"2/27/2017",17.92,24.5,4.11,-0.0800000000000001,-0.11,0.0300000000000002,"gain",6,6,6,6,0,0,"keep"
"131","F1.m.F6.2017-03-09","live",8,"m","6:30:00 PM","F6.2017-03-09","challenged",4.06,"3/9/2017",18.5,22.17,4.14,0.0800000000000001,0.04,0.04,"gain",6,6,6,6,0,0,"keep"
"132","F2.m.F6.2017-03-09","live",8,"m","6:30:00 PM","F6.2017-03-09","challenged",3.95,"3/9/2017",18.5,22.17,3.73,-0.22,-0.2,-0.02,"lose",5,5,7,7,2,2,"keep"
"133","F4.m.F6.2017-03-09","live",8,"m","6:30:00 PM","F6.2017-03-09","challenged",4.14,"3/9/2017",18.5,22.17,4.13,-0.00999999999999979,-0.0199999999999996,0.00999999999999979,"gain",7,6,7,7,0,1,"keep"
"134","F5.m.F6.2017-03-09","live",8,"m","6:30:00 PM","F6.2017-03-09","challenged",4.01,"3/9/2017",18.5,22.17,4.03,0.0200000000000005,0.0499999999999998,-0.0299999999999994,"lose",6,5,6,5,0,0,"keep"
"135","R1.m.F6.2017-03-09","live",8,"m","6:30:00 PM","F6.2017-03-09","challenged",3.88,"3/9/2017",18.5,22.17,3.64,-0.24,-0.11,-0.13,"lose",6,6,7,7,1,1,"keep"
"136","R2.m.F6.2017-03-09","live",8,"m","6:30:00 PM","F6.2017-03-09","challenged",4.06,"3/9/2017",18.5,22.17,3.8,-0.26,-0.169999999999999,-0.0900000000000003,"lose",6,6,6,5,0,-1,"keep"
"137","R3.f.F6.2017-03-09","die",8,"f","6:30:00 PM","F6.2017-03-09","challenged",3.95,"3/9/2017",18.5,22.17,3.96,0.00999999999999979,0.0299999999999998,-0.02,"lose",7,5,6,6,-1,1,"keep"
"138","R4.m.F6.2017-03-09","live",8,"m","6:30:00 PM","F6.2017-03-09","challenged",3.85,"3/9/2017",18.5,22.17,3.71,-0.14,-0.0900000000000003,-0.0499999999999998,"lose",5,5,5,5,0,0,"keep"
"139","R5.f.F6.2017-03-09","live",8,"f","6:30:00 PM","F6.2017-03-09","challenged",4.25,"3/9/2017",18.5,22.17,4.13,-0.12,-0.0599999999999996,-0.0600000000000005,"lose",5,5,6,6,1,1,"keep"
"140","F1.f.G5.2017-03-10","live",8,"f","4:10:00 PM","G5.2017-03-10","challenged",3.51,"3/10/2017",15.33,25.67,3.57,0.0600000000000001,-0.14,0.2,"gain",6,6,8,6,2,0,"keep"
"141","F2.m.G5.2017-03-10","live",8,"m","4:10:00 PM","G5.2017-03-10","challenged",3.17,"3/10/2017",15.33,25.67,3.12,-0.0499999999999998,-0.0800000000000001,0.0300000000000002,"gain",3,3,8,8,5,5,"keep"
"142","F3.f.G5.2017-03-10","live",8,"f","4:10:00 PM","G5.2017-03-10","challenged",3.44,"3/10/2017",15.33,25.67,3.37,-0.0699999999999998,-0.0600000000000001,-0.00999999999999979,"lose",3,3,5,5,2,2,"keep"
"143","F4.m.G5.2017-03-10","live",8,"m","4:10:00 PM","G5.2017-03-10","challenged",3.69,"3/10/2017",15.33,25.67,3.61,-0.0800000000000001,-0.0800000000000001,0,"lose",6,6,7,7,1,1,"keep"
"144","R1.m.G6.2017-03-10","die",8,"m","4:25:00 PM","G6.2017-03-10","challenged",4.21,"3/10/2017",15.17,25.25,3.84,-0.37,-0.0800000000000001,-0.29,"lose",5,5,5,2,0,-3,"keep"
"145","R2.f.G6.2017-03-10","live",8,"f","4:25:00 PM","G6.2017-03-10","challenged",3.97,"3/10/2017",15.17,25.25,3.8,-0.17,-0.11,-0.0600000000000001,"lose",6,6,7,5,1,-1,"keep"
"146","R3.m.G6.2017-03-10","live",8,"m","4:25:00 PM","G6.2017-03-10","challenged",4.27,"3/10/2017",15.17,25.25,4.03,-0.239999999999999,-0.0799999999999992,-0.16,"lose",6,3,8,8,2,5,"keep"
"147","F1.f.F9.2017-03-15","die",8,"f","5:30:00 PM","F9.2017-03-15","challenged",3.26,"3/15/2017",18.42,23.83,3.16,-0.0999999999999996,-0.0199999999999996,-0.0800000000000001,"lose",3,3,2,2,-1,-1,"keep"
"148","F1.m.G1.2017-03-15","live",8,"m","4:30:00 PM","G1.2017-03-15","challenged",5.07,"3/15/2017",15.42,24.25,4.82,-0.25,-0.04,-0.21,"lose",6,6,7,7,1,1,"keep"
"149","F1.m.G2.2017-03-15","live",8,"m","4:43:00 PM","G2.2017-03-15","challenged",4.14,"3/15/2017",15.12,24.2,3.85,-0.29,-0.0299999999999994,-0.26,"lose",2,2,6,6,4,4,"keep"
"150","F2.f.F9.2017-03-15","die",8,"f","5:30:00 PM","F9.2017-03-15","challenged",3.2,"3/15/2017",18.42,23.83,2.98,-0.22,-0.0750000000000002,-0.145,"lose",6,3,6,6,0,3,"keep"
"151","F2.m.G1.2017-03-15","die",8,"m","4:30:00 PM","G1.2017-03-15","challenged",4.7,"3/15/2017",15.42,24.25,4.5,-0.2,-0.0600000000000005,-0.14,"lose",5,2,0,0,-5,-2,"keep"
"152","F2.m.G2.2017-03-15","die",8,"m","4:43:00 PM","G2.2017-03-15","challenged",4.01,"3/15/2017",15.12,24.2,3.63,-0.38,-0.19,-0.19,"lose",6,3,7,7,1,4,"keep"
"153","F3.m.F9.2017-03-15","die",8,"m","5:30:00 PM","F9.2017-03-15","challenged",3.74,"3/15/2017",18.42,23.83,3.39,-0.35,-0.3,-0.0499999999999998,"lose",6,6,5,5,-1,-1,"keep"
"154","F3.m.G1.2017-03-15","die",8,"m","4:30:00 PM","G1.2017-03-15","challenged",5.25,"3/15/2017",15.42,24.25,4.91,-0.34,-0.12,-0.22,"lose",6,6,5,0,-1,-6,"keep"
"155","F3.m.G2.2017-03-15","die",8,"m","4:43:00 PM","G2.2017-03-15","challenged",3.81,"3/15/2017",15.12,24.2,3.67,-0.14,-0.0699999999999998,-0.0700000000000003,"lose",6,3,5,5,-1,2,"keep"
"156","F4.f.F9.2017-03-15","die",8,"f","5:30:00 PM","F9.2017-03-15","challenged",3.6,"3/15/2017",18.42,23.83,3.55,-0.0500000000000003,-0.0500000000000003,0,"lose",3,3,5,5,2,2,"keep"
"157","F4.f.G2.2017-03-15","die",8,"f","4:43:00 PM","G2.2017-03-15","challenged",4.07,"3/15/2017",15.12,24.2,3.9,-0.17,-0.04,-0.13,"lose",5,2,0,0,-5,-2,"keep"
"158","F5.m.F9.2017-03-15","live",8,"m","5:30:00 PM","F9.2017-03-15","challenged",3.25,"3/15/2017",18.42,23.83,3.12,-0.13,-0.13,0,"lose",2,0,7,7,5,7,"keep"
"159","F5.m.G2.2017-03-15","die",8,"m","4:43:00 PM","G2.2017-03-15","challenged",4.08,"3/15/2017",15.12,24.2,3.83,-0.25,-0.1,-0.15,"lose",6,3,5,5,-1,2,"keep"
"160","F6.f.F9.2017-03-15","die",8,"f","5:30:00 PM","F9.2017-03-15","challenged",3.36,"3/15/2017",18.42,23.83,3.25,-0.11,-0.0499999999999998,-0.0600000000000001,"lose",6,2,5,2,-1,0,"keep"
"161","R1.f.F9.2017-03-15","die",8,"f","5:30:00 PM","F9.2017-03-15","challenged",3.68,"3/15/2017",18.42,23.83,3.51,-0.17,-0.0500000000000003,-0.12,"lose",7,3,5,5,-2,2,"keep"
"162","R1.m.G1.2017-03-15","die",8,"m","4:30:00 PM","G1.2017-03-15","challenged",4.91,"3/15/2017",15.42,24.25,4.6,-0.31,-0.04,-0.27,"lose",6,3,6,6,0,3,"keep"
"163","R1.m.G2.2017-03-15","die",8,"m","4:43:00 PM","G2.2017-03-15","challenged",4.11,"3/15/2017",15.12,24.2,3.95,-0.16,-0.04,-0.12,"lose",3,2,2,2,-1,0,"keep"
"164","R2.m.G2.2017-03-15","die",8,"m","4:43:00 PM","G2.2017-03-15","challenged",4.2,"3/15/2017",15.12,24.2,3.97,-0.23,-0.0200000000000005,-0.21,"lose",6,3,6,2,0,-1,"keep"
"165","R3.f.F9.2017-03-15","live",8,"f","5:30:00 PM","F9.2017-03-15","challenged",4.33,"3/15/2017",18.42,23.83,3.98,-0.35,-0.22,-0.13,"lose",5,5,6,6,1,1,"keep"
"166","R3.f.G2.2017-03-15","die",8,"f","4:43:00 PM","G2.2017-03-15","challenged",4.04,"3/15/2017",15.12,24.2,3.87,-0.17,-0.0499999999999998,-0.12,"lose",5,5,5,0,0,-5,"keep"
"167","R4.m.F9.2017-03-15","die",8,"m","5:30:00 PM","F9.2017-03-15","challenged",3.46,"3/15/2017",18.42,23.83,3.3,-0.16,-0.13,-0.0300000000000002,"lose",3,3,5,5,2,2,"keep"
"168","R4.m.G2.2017-03-15","die",8,"m","4:43:00 PM","G2.2017-03-15","challenged",3.98,"3/15/2017",15.12,24.2,3.88,-0.1,-0.00999999999999979,-0.0900000000000003,"lose",2,2,0,0,-2,-2,"keep"
"169","R5.f.F9.2017-03-15","live",8,"f","5:30:00 PM","F9.2017-03-15","challenged",3.73,"3/15/2017",18.42,23.83,3.52,-0.21,-0.2,-0.00999999999999979,"lose",5,3,6,6,1,3,"keep"
"170","F1.f.F8.2017-03-16","die",7,"f","5:15:00 PM","F8.2017-03-16","challenged",3.13,"3/16/2017",18.25,24,3,-0.13,-0.0699999999999998,-0.0600000000000001,"lose",3,3,0,0,-3,-3,"keep"
"171","F1.f.G3.2017-03-16","die",7,"f","4:55:00 PM","G3.2017-03-16","challenged",3.16,"3/16/2017",18.33,24.08,2.91,-0.25,-0.0900000000000003,-0.16,"lose",7,3,3,3,-4,0,"keep"
"172","F2.f.F7.2017-03-16","die",7,"f","5:00:00 PM","F7.2017-03-16","challenged",2.81,"3/16/2017",18.33,24.08,2.66,-0.15,-0.12,-0.0299999999999998,"lose",3,3,3,2,0,-1,"remove"
"173","F2.f.G3.2017-03-16","die",7,"f","4:55:00 PM","G3.2017-03-16","challenged",2.77,"3/16/2017",18.33,24.08,2.69,-0.0800000000000001,-0.02,-0.0600000000000001,"lose",3,3,3,2,0,-1,"keep"
"174","F3.f.F8.2017-03-16","die",7,"f","5:15:00 PM","F8.2017-03-16","challenged",2.85,"3/16/2017",18.25,24,2.69,-0.16,-0.0700000000000003,-0.0899999999999999,"lose",3,3,5,3,2,0,"keep"
"175","F4.f.G3.2017-03-16","live",7,"f","4:55:00 PM","G3.2017-03-16","challenged",3,"3/16/2017",18.33,24.08,2.86,-0.14,-0.0699999999999998,-0.0700000000000003,"lose",3,3,6,3,3,0,"keep"
"176","F4.m.F8.2017-03-16","live",7,"m","5:15:00 PM","F8.2017-03-16","challenged",2.91,"3/16/2017",18.25,24,2.74,-0.17,-0.0600000000000001,-0.11,"lose",6,3,3,3,-3,0,"keep"
"177","R1.f.F8.2017-03-16","live",7,"f","5:15:00 PM","F8.2017-03-16","challenged",3.09,"3/16/2017",18.25,24,2.96,-0.13,-0.12,-0.0100000000000002,"lose",5,3,5,3,0,0,"keep"
"178","R1.m.F7.2017-03-16","die",7,"m","5:00:00 PM","F7.2017-03-16","challenged",3.22,"3/16/2017",18.33,24.08,3.03,-0.19,-0.0900000000000003,-0.1,"lose",3,2,0,0,-3,-2,"remove"
"179","R1.m.G3.2017-03-16","live",7,"m","4:55:00 PM","G3.2017-03-16","challenged",3.12,"3/16/2017",18.33,24.08,2.93,-0.19,-0.0800000000000001,-0.11,"lose",3,3,3,3,0,0,"keep"
"180","R2.m.F7.2017-03-16","die",7,"m","5:00:00 PM","F7.2017-03-16","challenged",3.2,"3/16/2017",18.33,24.08,2.95,-0.25,-0.14,-0.11,"lose",6,3,3,3,-3,0,"remove"
"181","R2.m.F8.2017-03-16","die",7,"m","5:15:00 PM","F8.2017-03-16","challenged",2.71,"3/16/2017",18.25,24,2.61,-0.1,0.02,-0.12,"lose",5,3,0,0,-5,-3,"keep"
"182","R3.f.F8.2017-03-16","die",7,"f","5:15:00 PM","F8.2017-03-16","challenged",3.16,"3/16/2017",18.25,24,3,-0.16,-0.1,-0.0600000000000001,"lose",6,3,3,3,-3,0,"keep"
"183","R3.m.G3.2017-03-16","die",7,"m","4:55:00 PM","G3.2017-03-16","challenged",3.35,"3/16/2017",18.33,24.08,3.1,-0.25,-0.19,-0.0600000000000001,"lose",5,3,3,3,-2,0,"keep"
"184","R4.f.G3.2017-03-16","live",7,"f","4:55:00 PM","G3.2017-03-16","challenged",3.16,"3/16/2017",18.33,24.08,2.96,-0.2,-0.14,-0.0600000000000001,"lose",5,3,8,7,3,4,"keep"
"185","R1.f.G8.2017-08-02","live",7,"f","6:00:00 PM","G8.2017-08-02","non challenged",4.1,"8/2/2017",18.25,23.42,4.19,0.0900000000000007,0.0200000000000005,0.0700000000000003,"gain",7,7,7,5,0,-2,"keep"
"186","R2.f.G8.2017-08-02","live",7,"f","6:00:00 PM","G8.2017-08-02","non challenged",4.43,"8/2/2017",18.25,23.42,4.53,0.100000000000001,0.0300000000000002,0.0700000000000003,"gain",6,5,7,8,1,3,"keep"
"187","F2.m.G1.2017-08-04","live",8,"m","3:00:00 PM","G1.2017-08-04","challenged",4.91,"8/4/2017",19.25,25.92,4.56,-0.350000000000001,-0.2,-0.15,"lose",6,2,7,6,1,4,"keep"
"188","F3.f.G1.2017-08-04","live",8,"f","3:00:00 PM","G1.2017-08-04","challenged",3.07,"8/4/2017",19.25,25.92,2.81,-0.26,-0.14,-0.12,"lose",5,3,7,5,2,2,"keep"
"189","R1.m.G1.2017-08-04","live",8,"m","3:00:00 PM","G1.2017-08-04","challenged",3.59,"8/4/2017",19.25,25.92,3.35,-0.24,-0.2,-0.04,"lose",5,3,6,6,1,3,"keep"
"190","R2.f.G1.2017-08-04","live",8,"f","3:00:00 PM","G1.2017-08-04","challenged",4.69,"8/4/2017",19.25,25.92,4.28,-0.41,-0.28,-0.13,"lose",7,3,8,8,1,5,"keep"
"191","R3.m.G1.2017-08-04","live",8,"m","3:00:00 PM","G1.2017-08-04","challenged",4.17,"8/4/2017",19.25,25.92,3.88,-0.29,-0.16,-0.13,"lose",6,3,8,8,2,5,"keep"
"192","F2.m.G2.2017-08-30","die",7,"m","5:20:00 PM","G2.2017-08-30","challenged",4.6,"8/30/2017",18.08,23.83,4.36,-0.239999999999999,-0.0599999999999996,-0.18,"lose",6,3,6,6,0,3,"keep"
"193","F3.f.G2.2017-08-30","die",7,"f","5:20:00 PM","G2.2017-08-30","challenged",4.17,"8/30/2017",18.08,23.83,3.89,-0.28,-0.14,-0.14,"lose",5,2,5,2,0,0,"keep"
"194","R1.m.G2.2017-08-30","live",7,"m","5:20:00 PM","G2.2017-08-30","challenged",4.39,"8/30/2017",18.08,23.83,4.13,-0.26,-0.159999999999999,-0.100000000000001,"lose",6,3,6,2,0,-1,"keep"
"195","R3.f.G2.2017-08-30","die",7,"f","5:20:00 PM","G2.2017-08-30","challenged",4.68,"8/30/2017",18.08,23.83,4.44,-0.239999999999999,-0.0699999999999994,-0.17,"lose",2,0,7,2,5,2,"keep"
"196","F1.m.F7.2017-06-12","live",7,"m","17:15","F7.2017-06-12","challenged",4.11,"6/12/2017",18,23.83,3.77,-0.34,-0.19,-0.15,"lose",6,5,7,6,1,1,"keep"
"197","R1.m.F7.2017-06-12","live",7,"m","17:15","F7.2017-06-12","challenged",4.04,"6/12/2017",18,23.83,3.73,-0.31,-0.15,-0.16,"lose",6,3,6,3,0,0,"keep"
"198","F2.f.F7.2017-06-12","die",7,"f","17:15","F7.2017-06-12","challenged",4.21,"6/12/2017",18,23.83,3.78,-0.43,-0.31,-0.12,"lose",6,2,3,3,-3,1,"keep"
"199","R2.f.F7.2017-06-12","die",7,"f","17:15","F7.2017-06-12","challenged",3.97,"6/12/2017",18,23.83,3.74,-0.23,-0.11,-0.12,"lose",5,3,0,0,-5,-3,"remove"
"200","F3.m.F7.2017-06-12","live",7,"m","17:15","F7.2017-06-12","challenged",4.04,"6/12/2017",18,23.83,4.02,-0.0200000000000005,-0.15,0.129999999999999,"gain",6,5,6,6,0,1,"keep"
"201","R3.m.F7.2017-06-12","live",7,"m","17:15","F7.2017-06-12","challenged",3.91,"6/12/2017",18,23.83,3.65,-0.26,-0.22,-0.04,"lose",6,5,6,6,0,1,"keep"
"202","F4.f.F7.2017-06-12","live",7,"f","17:15","F7.2017-06-12","challenged",3.89,"6/12/2017",18,23.83,3.57,-0.32,-0.12,-0.2,"lose",6,3,7,6,1,3,"keep"
"203","F1.f.F8.2017-06-19","die",7,"f","16:45","F8.2017-06-19","challenged",3.33,"6/19/2017",18.33,24.58,3.05,-0.28,-0.19,-0.0900000000000003,"lose",3,3,0,0,-3,-3,"remove"
"204","R1.f.F8.2017-06-19","die",7,"f","16:45","F8.2017-06-19","challenged",3.3,"6/19/2017",18.33,24.58,3.13,-0.17,-0.15,-0.02,"lose",6,3,7,6,1,3,"remove"
"205","F2.m.F8.2017-06-19","die",7,"m","16:45","F8.2017-06-19","challenged",3.04,"6/19/2017",18.33,24.58,2.77,-0.27,-0.15,-0.12,"lose",6,3,3,3,-3,0,"remove"
"206","R2.m.F8.2017-06-19","die",7,"m","16:45","F8.2017-06-19","challenged",3.42,"6/19/2017",18.33,24.58,3.16,-0.26,-0.11,-0.15,"lose",6,5,5,3,-1,-2,"remove"
"207","F3.f.F8.2017-06-19","die",7,"f","16:45","F8.2017-06-19","challenged",3.65,"6/19/2017",18.33,24.58,3.3,-0.35,-0.24,-0.11,"lose",7,5,6,3,-1,-2,"remove"
"208","R1.f.F7.2017-06-19","live",7,"f","17:10","F7.2017-06-19","challenged",3.48,"6/19/2017",18.08,24.33,3.24,-0.24,-0.0600000000000001,-0.18,"lose",3,3,6,3,3,0,"remove"
"209","F2.m.F7.2017-06-19","live",7,"m","17:10","F7.2017-06-19","challenged",3.67,"6/19/2017",18.08,24.33,3.5,-0.17,-0.16,-0.00999999999999979,"lose",6,6,8,7,2,1,"remove"
"210","F3.f.F7.2017-06-19","live",7,"f","17:10","F7.2017-06-19","challenged",3.66,"6/19/2017",18.08,24.33,3.44,-0.22,-0.16,-0.0600000000000001,"lose",8,7,8,8,0,1,"remove"
"211","F2.m.F9.2017-06-22","die",7,"m","17:25","F9.2017-06-22","challenged",3.28,"6/22/2017",17.67,23.58,3.06,-0.22,-0.12,-0.1,"lose",5,3,5,3,0,0,"remove"
"212","F3.f.F9.2017-06-22","die",7,"f","17:25","F9.2017-06-22","challenged",3.23,"6/22/2017",17.67,23.58,3.05,-0.18,-0.13,-0.0500000000000003,"lose",3,3,5,5,2,2,"remove"
"213","R1.f.F9.2017-06-22","die",7,"f","17:25","F9.2017-06-22","challenged",3.63,"6/22/2017",17.67,23.58,3.38,-0.25,-0.16,-0.0900000000000003,"lose",5,3,5,3,0,0,"remove"
"214","R2.f.F9.2017-06-22","die",7,"f","17:25","F9.2017-06-22","challenged",3.05,"6/22/2017",17.67,23.58,2.87,-0.18,-0.0899999999999999,-0.0899999999999999,"lose",3,3,3,3,0,0,"remove"
"215","F1.m.F10.2017-06-22","live",7,"m","17:05","F10.2017-06-22","challenged",3.57,"6/22/2017",17.92,23.75,4.04,0.47,0.36,0.11,"gain",6,6,8,8,2,2,"remove"
"216","F3.m.F10.2017-06-22","live",7,"m","17:05","F10.2017-06-22","challenged",3.95,"6/22/2017",17.92,23.75,3.7,-0.25,-0.19,-0.0599999999999996,"lose",7,7,6,6,-1,-1,"keep"
"217","R2.f.F10.2017-06-22","live",7,"f","17:05","F10.2017-06-22","challenged",3.88,"6/22/2017",17.92,23.75,3.57,-0.31,-0.2,-0.11,"lose",7,3,7,7,0,4,"keep"
"218","R1.m.F6.2017-07-17","live",7,"m","16:00","F6.2017-07-17","challenged",4.44,"7/17/2017",17.75,24,4.07,-0.37,-0.25,-0.12,"lose",5,3,5,3,0,0,"keep"
"219","F2.f.F7.2017-07-17","die",7,"f","16:20","F7.2017-07-17","challenged",3.47,"7/17/2017",17.67,23.92,3.17,-0.3,-0.2,-0.1,"lose",5,3,5,3,0,0,"remove"
"220","F3.m.F7.2017-07-17","die",7,"m","16:20","F7.2017-07-17","challenged",3.79,"7/17/2017",17.67,23.92,3.45,-0.34,-0.3,-0.04,"lose",3,2,2,0,-1,-2,"remove"
"221","R2.f.F7.2017-07-17","die",7,"f","16:20","F7.2017-07-17","challenged",3.39,"7/17/2017",17.67,23.92,3.07,-0.32,-0.22,-0.1,"lose",3,3,2,2,-1,-1,"remove"
"222","R3.f.F7.2017-07-17","die",7,"f","16:20","F7.2017-07-17","challenged",3.5,"7/17/2017",17.67,23.92,3.23,-0.27,-0.18,-0.0899999999999999,"lose",3,3,3,3,0,0,"remove"
